,country,year,gender,age,suicides_no,population,suicides_100k_pop,gdp_for_year,gdp_per_capita
315,Antigua and Barbuda,1989,female,05-14 years,0.0,6621,0.0,"43,87,94,778",7407.0
316,Antigua and Barbuda,1989,female,55-74 years,0.0,3696,0.0,"43,87,94,778",7407.0
317,Antigua and Barbuda,1989,female,75+ years,0.0,1195,0.0,"43,87,94,778",7407.0
318,Antigua and Barbuda,1989,male,15-24 years,0.0,6927,0.0,"43,87,94,778",7407.0
319,Antigua and Barbuda,1989,male,25-34 years,0.0,5835,0.0,"43,87,94,778",7407.0
320,Antigua and Barbuda,1989,male,35-54 years,0.0,5862,0.0,"43,87,94,778",7407.0
321,Antigua and Barbuda,1989,male,05-14 years,0.0,6403,0.0,"43,87,94,778",7407.0
322,Antigua and Barbuda,1989,male,55-74 years,0.0,2843,0.0,"43,87,94,778",7407.0
323,Antigua and Barbuda,1989,male,75+ years,0.0,676,0.0,"43,87,94,778",7407.0
324,Antigua and Barbuda,1990,male,35-54 years,1.0,5799,17.24,"45,94,69,074",7744.0
325,Antigua and Barbuda,1990,female,15-24 years,0.0,6827,0.0,"45,94,69,074",7744.0
326,Antigua and Barbuda,1990,female,25-34 years,0.0,6172,0.0,"45,94,69,074",7744.0
327,Antigua and Barbuda,1990,female,35-54 years,0.0,5895,0.0,"45,94,69,074",7744.0
328,Antigua and Barbuda,1990,female,05-14 years,0.0,6877,0.0,"45,94,69,074",7744.0
329,Antigua and Barbuda,1990,female,55-74 years,0.0,3706,0.0,"45,94,69,074",7744.0
330,Antigua and Barbuda,1990,female,75+ years,0.0,1252,0.0,"45,94,69,074",7744.0
331,Antigua and Barbuda,1990,male,15-24 years,0.0,6598,0.0,"45,94,69,074",7744.0
332,Antigua and Barbuda,1990,male,25-34 years,0.0,5937,0.0,"45,94,69,074",7744.0
333,Antigua and Barbuda,1990,male,05-14 years,0.0,6611,0.0,"45,94,69,074",7744.0
334,Antigua and Barbuda,1990,male,55-74 years,0.0,2902,0.0,"45,94,69,074",7744.0
335,Antigua and Barbuda,1990,male,75+ years,0.0,758,0.0,"45,94,69,074",7744.0
336,Antigua and Barbuda,1991,female,15-24 years,0.0,6595,0.0,"48,17,06,333",7976.0
337,Antigua and Barbuda,1991,female,25-34 years,0.0,6396,0.0,"48,17,06,333",7976.0
338,Antigua and Barbuda,1991,female,35-54 years,0.0,6198,0.0,"48,17,06,333",7976.0
339,Antigua and Barbuda,1991,female,05-14 years,0.0,7089,0.0,"48,17,06,333",7976.0
340,Antigua and Barbuda,1991,female,55-74 years,0.0,3665,0.0,"48,17,06,333",7976.0
341,Antigua and Barbuda,1991,female,75+ years,0.0,1293,0.0,"48,17,06,333",7976.0
342,Antigua and Barbuda,1991,male,15-24 years,0.0,6401,0.0,"48,17,06,333",7976.0
343,Antigua and Barbuda,1991,male,25-34 years,0.0,6156,0.0,"48,17,06,333",7976.0
344,Antigua and Barbuda,1991,male,35-54 years,0.0,6122,0.0,"48,17,06,333",7976.0
345,Antigua and Barbuda,1991,male,05-14 years,0.0,6818,0.0,"48,17,06,333",7976.0
346,Antigua and Barbuda,1991,male,55-74 years,0.0,2857,0.0,"48,17,06,333",7976.0
347,Antigua and Barbuda,1991,male,75+ years,0.0,804,0.0,"48,17,06,333",7976.0
348,Antigua and Barbuda,1992,female,15-24 years,0.0,6369,0.0,"49,92,81,148",8087.0
349,Antigua and Barbuda,1992,female,25-34 years,0.0,6650,0.0,"49,92,81,148",8087.0
350,Antigua and Barbuda,1992,female,35-54 years,0.0,6534,0.0,"49,92,81,148",8087.0
351,Antigua and Barbuda,1992,female,05-14 years,0.0,7311,0.0,"49,92,81,148",8087.0
352,Antigua and Barbuda,1992,female,55-74 years,0.0,3648,0.0,"49,92,81,148",8087.0
353,Antigua and Barbuda,1992,female,75+ years,0.0,1339,0.0,"49,92,81,148",8087.0
354,Antigua and Barbuda,1992,male,15-24 years,0.0,6221,0.0,"49,92,81,148",8087.0
355,Antigua and Barbuda,1992,male,25-34 years,0.0,6409,0.0,"49,92,81,148",8087.0
356,Antigua and Barbuda,1992,male,35-54 years,0.0,6497,0.0,"49,92,81,148",8087.0
357,Antigua and Barbuda,1992,male,05-14 years,0.0,7059,0.0,"49,92,81,148",8087.0
358,Antigua and Barbuda,1992,male,55-74 years,0.0,2851,0.0,"49,92,81,148",8087.0
359,Antigua and Barbuda,1992,male,75+ years,0.0,853,0.0,"49,92,81,148",8087.0
360,Antigua and Barbuda,1993,male,25-34 years,1.0,6668,15.0,"53,51,72,778",8453.0
361,Antigua and Barbuda,1993,female,15-24 years,0.0,6182,0.0,"53,51,72,778",8453.0
362,Antigua and Barbuda,1993,female,25-34 years,0.0,6914,0.0,"53,51,72,778",8453.0
363,Antigua and Barbuda,1993,female,35-54 years,0.0,6917,0.0,"53,51,72,778",8453.0
364,Antigua and Barbuda,1993,female,05-14 years,0.0,7529,0.0,"53,51,72,778",8453.0
365,Antigua and Barbuda,1993,female,55-74 years,0.0,3662,0.0,"53,51,72,778",8453.0
366,Antigua and Barbuda,1993,female,75+ years,0.0,1386,0.0,"53,51,72,778",8453.0
367,Antigua and Barbuda,1993,male,15-24 years,0.0,6069,0.0,"53,51,72,778",8453.0
368,Antigua and Barbuda,1993,male,35-54 years,0.0,6915,0.0,"53,51,72,778",8453.0
369,Antigua and Barbuda,1993,male,05-14 years,0.0,7298,0.0,"53,51,72,778",8453.0
370,Antigua and Barbuda,1993,male,55-74 years,0.0,2879,0.0,"53,51,72,778",8453.0
371,Antigua and Barbuda,1993,male,75+ years,0.0,896,0.0,"53,51,72,778",8453.0
372,Antigua and Barbuda,1994,female,15-24 years,0.0,6083,0.0,"58,94,29,593",9062.0
373,Antigua and Barbuda,1994,female,25-34 years,0.0,7151,0.0,"58,94,29,593",9062.0
374,Antigua and Barbuda,1994,female,35-54 years,0.0,7357,0.0,"58,94,29,593",9062.0
375,Antigua and Barbuda,1994,female,05-14 years,0.0,7722,0.0,"58,94,29,593",9062.0
376,Antigua and Barbuda,1994,female,55-74 years,0.0,3715,0.0,"58,94,29,593",9062.0
377,Antigua and Barbuda,1994,female,75+ years,0.0,1437,0.0,"58,94,29,593",9062.0
378,Antigua and Barbuda,1994,male,15-24 years,0.0,5976,0.0,"58,94,29,593",9062.0
379,Antigua and Barbuda,1994,male,25-34 years,0.0,6886,0.0,"58,94,29,593",9062.0
380,Antigua and Barbuda,1994,male,35-54 years,0.0,7359,0.0,"58,94,29,593",9062.0
381,Antigua and Barbuda,1994,male,05-14 years,0.0,7494,0.0,"58,94,29,593",9062.0
382,Antigua and Barbuda,1994,male,55-74 years,0.0,2935,0.0,"58,94,29,593",9062.0
383,Antigua and Barbuda,1994,male,75+ years,0.0,929,0.0,"58,94,29,593",9062.0
384,Antigua and Barbuda,1995,female,15-24 years,0.0,6099,0.0,"57,72,80,741",8636.0
385,Antigua and Barbuda,1995,female,25-34 years,0.0,7333,0.0,"57,72,80,741",8636.0
386,Antigua and Barbuda,1995,female,35-54 years,0.0,7851,0.0,"57,72,80,741",8636.0
387,Antigua and Barbuda,1995,female,05-14 years,0.0,7885,0.0,"57,72,80,741",8636.0
388,Antigua and Barbuda,1995,female,55-74 years,0.0,3808,0.0,"57,72,80,741",8636.0
389,Antigua and Barbuda,1995,female,75+ years,0.0,1488,0.0,"57,72,80,741",8636.0
390,Antigua and Barbuda,1995,male,15-24 years,0.0,5953,0.0,"57,72,80,741",8636.0
391,Antigua and Barbuda,1995,male,25-34 years,0.0,7023,0.0,"57,72,80,741",8636.0
392,Antigua and Barbuda,1995,male,35-54 years,0.0,7809,0.0,"57,72,80,741",8636.0
393,Antigua and Barbuda,1995,male,05-14 years,0.0,7632,0.0,"57,72,80,741",8636.0
394,Antigua and Barbuda,1995,male,55-74 years,0.0,3021,0.0,"57,72,80,741",8636.0
395,Antigua and Barbuda,1995,male,75+ years,0.0,944,0.0,"57,72,80,741",8636.0
396,Antigua and Barbuda,1998,female,15-24 years,0.0,6529,0.0,"72,78,60,593",10078.0
397,Antigua and Barbuda,1998,female,25-34 years,0.0,8332,0.0,"72,78,60,593",10078.0
398,Antigua and Barbuda,1998,female,35-54 years,0.0,9615,0.0,"72,78,60,593",10078.0
399,Antigua and Barbuda,1998,female,05-14 years,0.0,8183,0.0,"72,78,60,593",10078.0
400,Antigua and Barbuda,1998,female,55-74 years,0.0,3921,0.0,"72,78,60,593",10078.0
401,Antigua and Barbuda,1998,female,75+ years,0.0,1476,0.0,"72,78,60,593",10078.0
402,Antigua and Barbuda,1998,male,15-24 years,0.0,5916,0.0,"72,78,60,593",10078.0
403,Antigua and Barbuda,1998,male,25-34 years,0.0,7294,0.0,"72,78,60,593",10078.0
404,Antigua and Barbuda,1998,male,35-54 years,0.0,9086,0.0,"72,78,60,593",10078.0
405,Antigua and Barbuda,1998,male,05-14 years,0.0,7706,0.0,"72,78,60,593",10078.0
406,Antigua and Barbuda,1998,male,55-74 years,0.0,3213,0.0,"72,78,60,593",10078.0
407,Antigua and Barbuda,1998,male,75+ years,0.0,954,0.0,"72,78,60,593",10078.0
408,Antigua and Barbuda,1999,female,15-24 years,0.0,6589,0.0,"76,61,98,926",10378.0
409,Antigua and Barbuda,1999,female,25-34 years,0.0,8526,0.0,"76,61,98,926",10378.0
410,Antigua and Barbuda,1999,female,35-54 years,0.0,10311,0.0,"76,61,98,926",10378.0
411,Antigua and Barbuda,1999,female,05-14 years,0.0,8314,0.0,"76,61,98,926",10378.0
412,Antigua and Barbuda,1999,female,55-74 years,0.0,3968,0.0,"76,61,98,926",10378.0
413,Antigua and Barbuda,1999,female,75+ years,0.0,1451,0.0,"76,61,98,926",10378.0
414,Antigua and Barbuda,1999,male,15-24 years,0.0,5845,0.0,"76,61,98,926",10378.0
415,Antigua and Barbuda,1999,male,25-34 years,0.0,7263,0.0,"76,61,98,926",10378.0
416,Antigua and Barbuda,1999,male,35-54 years,0.0,9537,0.0,"76,61,98,926",10378.0
417,Antigua and Barbuda,1999,male,05-14 years,0.0,7805,0.0,"76,61,98,926",10378.0
418,Antigua and Barbuda,1999,male,55-74 years,0.0,3276,0.0,"76,61,98,926",10378.0
419,Antigua and Barbuda,1999,male,75+ years,0.0,947,0.0,"76,61,98,926",10378.0
420,Antigua and Barbuda,2000,male,55-74 years,1.0,3333,30.0,"83,01,58,778",11021.0
421,Antigua and Barbuda,2000,male,35-54 years,1.0,10033,9.97,"83,01,58,778",11021.0
422,Antigua and Barbuda,2000,female,15-24 years,0.0,6616,0.0,"83,01,58,778",11021.0
423,Antigua and Barbuda,2000,female,25-34 years,0.0,8595,0.0,"83,01,58,778",11021.0
424,Antigua and Barbuda,2000,female,35-54 years,0.0,11040,0.0,"83,01,58,778",11021.0
425,Antigua and Barbuda,2000,female,05-14 years,0.0,8439,0.0,"83,01,58,778",11021.0
426,Antigua and Barbuda,2000,female,55-74 years,0.0,3986,0.0,"83,01,58,778",11021.0
427,Antigua and Barbuda,2000,female,75+ years,0.0,1413,0.0,"83,01,58,778",11021.0
428,Antigua and Barbuda,2000,male,15-24 years,0.0,5783,0.0,"83,01,58,778",11021.0
429,Antigua and Barbuda,2000,male,25-34 years,0.0,7177,0.0,"83,01,58,778",11021.0
430,Antigua and Barbuda,2000,male,05-14 years,0.0,7973,0.0,"83,01,58,778",11021.0
431,Antigua and Barbuda,2000,male,75+ years,0.0,938,0.0,"83,01,58,778",11021.0
432,Antigua and Barbuda,2001,male,35-54 years,2.0,10281,19.45,"80,07,40,259",10468.0
433,Antigua and Barbuda,2001,female,15-24 years,0.0,6902,0.0,"80,07,40,259",10468.0
434,Antigua and Barbuda,2001,female,25-34 years,0.0,8425,0.0,"80,07,40,259",10468.0
435,Antigua and Barbuda,2001,female,35-54 years,0.0,11402,0.0,"80,07,40,259",10468.0
436,Antigua and Barbuda,2001,female,05-14 years,0.0,8428,0.0,"80,07,40,259",10468.0
437,Antigua and Barbuda,2001,female,55-74 years,0.0,4037,0.0,"80,07,40,259",10468.0
438,Antigua and Barbuda,2001,female,75+ years,0.0,1487,0.0,"80,07,40,259",10468.0
439,Antigua and Barbuda,2001,male,15-24 years,0.0,6084,0.0,"80,07,40,259",10468.0
440,Antigua and Barbuda,2001,male,25-34 years,0.0,7071,0.0,"80,07,40,259",10468.0
441,Antigua and Barbuda,2001,male,05-14 years,0.0,7958,0.0,"80,07,40,259",10468.0
442,Antigua and Barbuda,2001,male,55-74 years,0.0,3442,0.0,"80,07,40,259",10468.0
443,Antigua and Barbuda,2001,male,75+ years,0.0,980,0.0,"80,07,40,259",10468.0
444,Antigua and Barbuda,2002,female,15-24 years,0.0,7196,0.0,"81,46,15,333",10499.0
445,Antigua and Barbuda,2002,female,25-34 years,0.0,8155,0.0,"81,46,15,333",10499.0
446,Antigua and Barbuda,2002,female,35-54 years,0.0,11760,0.0,"81,46,15,333",10499.0
447,Antigua and Barbuda,2002,female,05-14 years,0.0,8408,0.0,"81,46,15,333",10499.0
448,Antigua and Barbuda,2002,female,55-74 years,0.0,4050,0.0,"81,46,15,333",10499.0
449,Antigua and Barbuda,2002,female,75+ years,0.0,1547,0.0,"81,46,15,333",10499.0
450,Antigua and Barbuda,2002,male,15-24 years,0.0,6416,0.0,"81,46,15,333",10499.0
451,Antigua and Barbuda,2002,male,25-34 years,0.0,6921,0.0,"81,46,15,333",10499.0
452,Antigua and Barbuda,2002,male,35-54 years,0.0,10604,0.0,"81,46,15,333",10499.0
453,Antigua and Barbuda,2002,male,05-14 years,0.0,7980,0.0,"81,46,15,333",10499.0
454,Antigua and Barbuda,2002,male,55-74 years,0.0,3527,0.0,"81,46,15,333",10499.0
455,Antigua and Barbuda,2002,male,75+ years,0.0,1024,0.0,"81,46,15,333",10499.0
456,Antigua and Barbuda,2003,male,55-74 years,1.0,3594,27.82,"85,56,43,111",10878.0
457,Antigua and Barbuda,2003,female,15-24 years,0.0,7454,0.0,"85,56,43,111",10878.0
458,Antigua and Barbuda,2003,female,25-34 years,0.0,7831,0.0,"85,56,43,111",10878.0
459,Antigua and Barbuda,2003,female,35-54 years,0.0,12129,0.0,"85,56,43,111",10878.0
460,Antigua and Barbuda,2003,female,05-14 years,0.0,8423,0.0,"85,56,43,111",10878.0
461,Antigua and Barbuda,2003,female,55-74 years,0.0,4054,0.0,"85,56,43,111",10878.0
462,Antigua and Barbuda,2003,female,75+ years,0.0,1583,0.0,"85,56,43,111",10878.0
463,Antigua and Barbuda,2003,male,15-24 years,0.0,6730,0.0,"85,56,43,111",10878.0
464,Antigua and Barbuda,2003,male,25-34 years,0.0,6734,0.0,"85,56,43,111",10878.0
465,Antigua and Barbuda,2003,male,35-54 years,0.0,10997,0.0,"85,56,43,111",10878.0
466,Antigua and Barbuda,2003,male,05-14 years,0.0,8061,0.0,"85,56,43,111",10878.0
467,Antigua and Barbuda,2003,male,75+ years,0.0,1068,0.0,"85,56,43,111",10878.0
468,Antigua and Barbuda,2004,male,55-74 years,1.0,3665,27.29,"91,95,77,148",11535.0
469,Antigua and Barbuda,2004,male,35-54 years,1.0,11406,8.77,"91,95,77,148",11535.0
470,Antigua and Barbuda,2004,female,15-24 years,0.0,7648,0.0,"91,95,77,148",11535.0
471,Antigua and Barbuda,2004,female,25-34 years,0.0,7531,0.0,"91,95,77,148",11535.0
472,Antigua and Barbuda,2004,female,35-54 years,0.0,12492,0.0,"91,95,77,148",11535.0
473,Antigua and Barbuda,2004,female,05-14 years,0.0,8488,0.0,"91,95,77,148",11535.0
474,Antigua and Barbuda,2004,female,55-74 years,0.0,4088,0.0,"91,95,77,148",11535.0
475,Antigua and Barbuda,2004,female,75+ years,0.0,1590,0.0,"91,95,77,148",11535.0
476,Antigua and Barbuda,2004,male,15-24 years,0.0,6968,0.0,"91,95,77,148",11535.0
477,Antigua and Barbuda,2004,male,25-34 years,0.0,6556,0.0,"91,95,77,148",11535.0
478,Antigua and Barbuda,2004,male,05-14 years,0.0,8196,0.0,"91,95,77,148",11535.0
479,Antigua and Barbuda,2004,male,75+ years,0.0,1094,0.0,"91,95,77,148",11535.0
480,Antigua and Barbuda,2005,female,15-24 years,0.0,7780,0.0,"1,02,21,91,296",12649.0
481,Antigua and Barbuda,2005,female,25-34 years,0.0,7327,0.0,"1,02,21,91,296",12649.0
482,Antigua and Barbuda,2005,female,35-54 years,0.0,12835,0.0,"1,02,21,91,296",12649.0
483,Antigua and Barbuda,2005,female,05-14 years,0.0,8584,0.0,"1,02,21,91,296",12649.0
484,Antigua and Barbuda,2005,female,55-74 years,0.0,4157,0.0,"1,02,21,91,296",12649.0
485,Antigua and Barbuda,2005,female,75+ years,0.0,1575,0.0,"1,02,21,91,296",12649.0
486,Antigua and Barbuda,2005,male,15-24 years,0.0,7113,0.0,"1,02,21,91,296",12649.0
487,Antigua and Barbuda,2005,male,25-34 years,0.0,6444,0.0,"1,02,21,91,296",12649.0
488,Antigua and Barbuda,2005,male,35-54 years,0.0,11778,0.0,"1,02,21,91,296",12649.0
489,Antigua and Barbuda,2005,male,05-14 years,0.0,8358,0.0,"1,02,21,91,296",12649.0
490,Antigua and Barbuda,2005,male,55-74 years,0.0,3748,0.0,"1,02,21,91,296",12649.0
491,Antigua and Barbuda,2005,male,75+ years,0.0,1110,0.0,"1,02,21,91,296",12649.0
492,Antigua and Barbuda,2006,female,15-24 years,0.0,7902,0.0,"1,15,70,05,444",14114.0
493,Antigua and Barbuda,2006,female,25-34 years,0.0,7098,0.0,"1,15,70,05,444",14114.0
494,Antigua and Barbuda,2006,female,35-54 years,0.0,13374,0.0,"1,15,70,05,444",14114.0
495,Antigua and Barbuda,2006,female,05-14 years,0.0,8571,0.0,"1,15,70,05,444",14114.0
496,Antigua and Barbuda,2006,female,55-74 years,0.0,4256,0.0,"1,15,70,05,444",14114.0
497,Antigua and Barbuda,2006,female,75+ years,0.0,1573,0.0,"1,15,70,05,444",14114.0
498,Antigua and Barbuda,2006,male,15-24 years,0.0,7239,0.0,"1,15,70,05,444",14114.0
499,Antigua and Barbuda,2006,male,25-34 years,0.0,6319,0.0,"1,15,70,05,444",14114.0
500,Antigua and Barbuda,2006,male,35-54 years,0.0,12202,0.0,"1,15,70,05,444",14114.0
501,Antigua and Barbuda,2006,male,05-14 years,0.0,8485,0.0,"1,15,70,05,444",14114.0
502,Antigua and Barbuda,2006,male,55-74 years,0.0,3847,0.0,"1,15,70,05,444",14114.0
503,Antigua and Barbuda,2006,male,75+ years,0.0,1107,0.0,"1,15,70,05,444",14114.0
504,Antigua and Barbuda,2007,male,35-54 years,1.0,12530,7.98,"1,31,14,01,333",15775.0
505,Antigua and Barbuda,2007,female,15-24 years,0.0,8013,0.0,"1,31,14,01,333",15775.0
506,Antigua and Barbuda,2007,female,25-34 years,0.0,6962,0.0,"1,31,14,01,333",15775.0
507,Antigua and Barbuda,2007,female,35-54 years,0.0,13860,0.0,"1,31,14,01,333",15775.0
508,Antigua and Barbuda,2007,female,05-14 years,0.0,8555,0.0,"1,31,14,01,333",15775.0
509,Antigua and Barbuda,2007,female,55-74 years,0.0,4400,0.0,"1,31,14,01,333",15775.0
510,Antigua and Barbuda,2007,female,75+ years,0.0,1568,0.0,"1,31,14,01,333",15775.0
511,Antigua and Barbuda,2007,male,15-24 years,0.0,7330,0.0,"1,31,14,01,333",15775.0
512,Antigua and Barbuda,2007,male,25-34 years,0.0,6267,0.0,"1,31,14,01,333",15775.0
513,Antigua and Barbuda,2007,male,05-14 years,0.0,8564,0.0,"1,31,14,01,333",15775.0
514,Antigua and Barbuda,2007,male,55-74 years,0.0,3988,0.0,"1,31,14,01,333",15775.0
515,Antigua and Barbuda,2007,male,75+ years,0.0,1094,0.0,"1,31,14,01,333",15775.0
516,Antigua and Barbuda,2008,female,15-24 years,0.0,8108,0.0,"1,36,84,31,037",16238.0
517,Antigua and Barbuda,2008,female,25-34 years,0.0,6910,0.0,"1,36,84,31,037",16238.0
518,Antigua and Barbuda,2008,female,35-54 years,0.0,14278,0.0,"1,36,84,31,037",16238.0
519,Antigua and Barbuda,2008,female,05-14 years,0.0,8537,0.0,"1,36,84,31,037",16238.0
520,Antigua and Barbuda,2008,female,55-74 years,0.0,4587,0.0,"1,36,84,31,037",16238.0
521,Antigua and Barbuda,2008,female,75+ years,0.0,1567,0.0,"1,36,84,31,037",16238.0
522,Antigua and Barbuda,2008,male,15-24 years,0.0,7404,0.0,"1,36,84,31,037",16238.0
523,Antigua and Barbuda,2008,male,25-34 years,0.0,6274,0.0,"1,36,84,31,037",16238.0
524,Antigua and Barbuda,2008,male,35-54 years,0.0,12782,0.0,"1,36,84,31,037",16238.0
525,Antigua and Barbuda,2008,male,05-14 years,0.0,8599,0.0,"1,36,84,31,037",16238.0
526,Antigua and Barbuda,2008,male,55-74 years,0.0,4158,0.0,"1,36,84,31,037",16238.0
527,Antigua and Barbuda,2008,male,75+ years,0.0,1069,0.0,"1,36,84,31,037",16238.0
528,Antigua and Barbuda,2009,female,15-24 years,0.0,8199,0.0,"1,22,42,53,000",14335.0
529,Antigua and Barbuda,2009,female,25-34 years,0.0,6917,0.0,"1,22,42,53,000",14335.0
530,Antigua and Barbuda,2009,female,35-54 years,0.0,14629,0.0,"1,22,42,53,000",14335.0
531,Antigua and Barbuda,2009,female,05-14 years,0.0,8514,0.0,"1,22,42,53,000",14335.0
532,Antigua and Barbuda,2009,female,55-74 years,0.0,4793,0.0,"1,22,42,53,000",14335.0
533,Antigua and Barbuda,2009,female,75+ years,0.0,1571,0.0,"1,22,42,53,000",14335.0
534,Antigua and Barbuda,2009,male,15-24 years,0.0,7489,0.0,"1,22,42,53,000",14335.0
535,Antigua and Barbuda,2009,male,25-34 years,0.0,6325,0.0,"1,22,42,53,000",14335.0
536,Antigua and Barbuda,2009,male,35-54 years,0.0,12978,0.0,"1,22,42,53,000",14335.0
537,Antigua and Barbuda,2009,male,05-14 years,0.0,8599,0.0,"1,22,42,53,000",14335.0
538,Antigua and Barbuda,2009,male,55-74 years,0.0,4349,0.0,"1,22,42,53,000",14335.0
539,Antigua and Barbuda,2009,male,75+ years,0.0,1042,0.0,"1,22,42,53,000",14335.0
540,Antigua and Barbuda,2012,female,15-24 years,0.0,8435,0.0,"1,21,14,11,704",13657.0
541,Antigua and Barbuda,2012,female,25-34 years,0.0,7215,0.0,"1,21,14,11,704",13657.0
542,Antigua and Barbuda,2012,female,35-54 years,0.0,15193,0.0,"1,21,14,11,704",13657.0
543,Antigua and Barbuda,2012,female,05-14 years,0.0,8401,0.0,"1,21,14,11,704",13657.0
544,Antigua and Barbuda,2012,female,55-74 years,0.0,5512,0.0,"1,21,14,11,704",13657.0
545,Antigua and Barbuda,2012,female,75+ years,0.0,1625,0.0,"1,21,14,11,704",13657.0
546,Antigua and Barbuda,2012,male,15-24 years,0.0,7893,0.0,"1,21,14,11,704",13657.0
547,Antigua and Barbuda,2012,male,25-34 years,0.0,6629,0.0,"1,21,14,11,704",13657.0
548,Antigua and Barbuda,2012,male,35-54 years,0.0,13280,0.0,"1,21,14,11,704",13657.0
549,Antigua and Barbuda,2012,male,05-14 years,0.0,8475,0.0,"1,21,14,11,704",13657.0
550,Antigua and Barbuda,2012,male,55-74 years,0.0,4994,0.0,"1,21,14,11,704",13657.0
551,Antigua and Barbuda,2012,male,75+ years,0.0,1051,0.0,"1,21,14,11,704",13657.0
552,Antigua and Barbuda,2013,female,15-24 years,0.0,8494,0.0,"1,19,29,25,407",13287.0
553,Antigua and Barbuda,2013,female,25-34 years,0.0,7397,0.0,"1,19,29,25,407",13287.0
554,Antigua and Barbuda,2013,female,35-54 years,0.0,15236,0.0,"1,19,29,25,407",13287.0
555,Antigua and Barbuda,2013,female,05-14 years,0.0,8353,0.0,"1,19,29,25,407",13287.0
556,Antigua and Barbuda,2013,female,55-74 years,0.0,5787,0.0,"1,19,29,25,407",13287.0
557,Antigua and Barbuda,2013,female,75+ years,0.0,1652,0.0,"1,19,29,25,407",13287.0
558,Antigua and Barbuda,2013,male,15-24 years,0.0,8061,0.0,"1,19,29,25,407",13287.0
559,Antigua and Barbuda,2013,male,25-34 years,0.0,6782,0.0,"1,19,29,25,407",13287.0
560,Antigua and Barbuda,2013,male,35-54 years,0.0,13302,0.0,"1,19,29,25,407",13287.0
561,Antigua and Barbuda,2013,male,05-14 years,0.0,8405,0.0,"1,19,29,25,407",13287.0
562,Antigua and Barbuda,2013,male,55-74 years,0.0,5238,0.0,"1,19,29,25,407",13287.0
563,Antigua and Barbuda,2013,male,75+ years,0.0,1072,0.0,"1,19,29,25,407",13287.0
564,Antigua and Barbuda,2014,female,15-24 years,0.0,8537,0.0,"1,28,01,33,333",14093.0
565,Antigua and Barbuda,2014,female,25-34 years,0.0,7578,0.0,"1,28,01,33,333",14093.0
566,Antigua and Barbuda,2014,female,35-54 years,0.0,15273,0.0,"1,28,01,33,333",14093.0
567,Antigua and Barbuda,2014,female,05-14 years,0.0,8296,0.0,"1,28,01,33,333",14093.0
568,Antigua and Barbuda,2014,female,55-74 years,0.0,6085,0.0,"1,28,01,33,333",14093.0
569,Antigua and Barbuda,2014,female,75+ years,0.0,1686,0.0,"1,28,01,33,333",14093.0
570,Antigua and Barbuda,2014,male,15-24 years,0.0,8208,0.0,"1,28,01,33,333",14093.0
